GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC100633547	XM_011404637.2	17.78	18.032	16.243	15.586	8.886	7.349	12.573	6.591
LOC105315136	XM_011409666.2	9.001	8.876	19.975	21.329	25.09	57.437	147.124	54.79
LOC100641055	XM_011407924.2	8.915	13.065	8.184	8.074	6.518	2.992	4.184	8.771
LOC100641652	XM_011408636.2	465.183	47.182	7.963	6.945	9.048	4.995	42.613	160.706
LOC100639758	XM_011409858.2	0.766	7.899	20.567	48.872	37.227	56.67	133.31	47.478
LOC105313781	XM_011407484.2	116.446	21.905	7.544	8.356	13.617	7.79	11.604	4.968
LOC100635362	XM_011407442.2	11.222	6.879	2.32	1.511	2.115	1.755	1.256	3.086
LOC105312924	XM_011405938.2	11.471	18.982	15.559	2.628	4.375	11.4	6.014	8.296
LOC105313305	XM_011406619.2	0.949	12.342	73.767	149.549	116.416	30.767	4.219	1.531
LOC100641448	XM_011410858.2	5.195	3.38	3.18	2.33	1.329	1.705	1.446	0.679
LOC105316387	XM_011411229.2	1.383	0.33	0.627	0.139	0.05	0	0.555	0
LOC105313557	XM_011407085.2	3.493	0.422	1.54	0.946	0.684	0.586	1.468	1.4
LOC105316022	XM_011410810.1	0.656	2.805	3.712	4.558	1.908	6.515	2.643	1.459
LOC105316001	XM_011410788.1	0	0.383	0.322	0.022	0	0	0.098	0.145
LOC100637766	XM_003389723.2	31.812	54.152	27.162	24.937	16.899	21.958	21.612	33.621
LOC100637942	XM_003391953.2	8.532	6.688	6.348	3.464	2.363	2.37	3.294	8.265
LOC105313321	XM_011406647.2	25.891	17.577	14.181	12.174	47.435	61.798	235.32	47.014
LOC100637378	XM_011405267.2	58.126	49.092	44.418	29.029	41.254	74.592	127.624	130.925
LOC105312689	XM_011405538.2	4.482	3.648	5.959	4.034	3.928	5.565	1.076	0.208
LOC100636888	XM_003390995.2	3.716	2.336	1.486	0.942	1.445	0.57	0.546	1.618
LOC105315642	XM_011410356.1	0.789	0.229	0.372	0.227	0.2	0.412	0.368	0.131
LOC100632725	XM_003391326.3	8.353	16.007	8.427	10.196	8.469	4.82	3.738	12.708
LOC105316201	XM_011411017.1	2.998	0.433	0.302	0.043	0.237	0.319	0.045	0.497
LOC105313211	XM_011406442.2	43.355	29.137	22.057	19.926	13.26	16.772	37.211	61.831
LOC100640129	XM_003389068.2	4.394	3.296	2.212	1.043	1.312	0.919	1.512	2.019
LOC105316616	XM_011411659.2	4.497	2.734	2.446	2.696	2.377	1.508	1.916	1.821
LOC105316511	XM_011411447.1	1.023	2.398	2.504	2.592	2.553	4.752	2.079	1.292
LOC105313404	XM_011406812.2	6.003	2.393	3.386	3.29	3.985	1.776	1.657	5.645
LOC105313467	XM_011406924.2	16.601	10.131	10.024	9.323	3.297	6.343	10.02	11.923
LOC100634329	XM_003389181.3	11.525	4.704	2.08	1.707	2.335	4.236	3.992	4.556
LOC100632130	XM_011408015.2	29.405	76.71	106.577	82.464	65.555	32.946	21.048	34.009
LOC100634500	XM_003391781.3	0.117	0.592	0.155	0.186	0.117	0.046	0	0.158
LOC100633664	XM_011409664.2	4.2	10.464	18.472	8.784	10.017	11.603	16.862	24.404
LOC105313040	XM_011406154.2	65.733	32.462	14.379	10.436	14.657	17.841	11.827	25.776
LOC100636378	XM_011407760.1	1.686	1.524	0.63	0.721	0.172	0.361	0.556	0.598
LOC105315391	XM_011410021.2	38.726	41.776	77.295	84.294	70.168	57.233	64.874	78.059
LOC105314513	XM_011408723.1	0.307	0.114	0.165	0	0.03	0	0	0.363
LOC100639920	XM_003389451.3	17.596	66.235	39.318	17.509	16.62	4.564	3.878	5.915
LOC105312232	XM_011404714.2	52.752	39.109	19.158	20.818	19.819	21.35	20.911	31.558
LOC105312120	XM_011404508.1	5.141	4.741	3.13	2.794	1.748	1.691	3.302	1.66
LOC105311866	XM_011408868.1	2.733	0.95	1.518	0.707	0.844	15.402	50.107	38.251
LOC100633690	XM_011407486.2	54.018	34.734	23.903	24.681	18.104	20.897	52.004	40.938
LOC105312289	XM_011404819.2	11.361	14.231	9.665	11.551	9.464	11.097	8.242	11.595
LOC100635160	XM_003389265.3	15.57	12.71	26.572	28.34	35.481	27.13	42.4	41.888
LOC105313368	XM_011406735.2	49.019	54.211	76.501	88.685	79.571	49.348	6.78	5.363
LOC100638407	XM_003391365.2	11.013	6.48	11.164	4.244	4.816	2.042	5.928	10.689
LOC100633141	XM_003389094.3	69.075	41.679	22.162	15.402	15.544	13.444	16.866	21.904
LOC105316337	XM_011411171.2	6.607	2.89	2.236	1.727	1.135	2.835	3.794	1.183
LOC105314846	XM_011409241.1	0.239	0.161	0.433	0.231	0	0.456	0.749	0
LOC100633787	XM_003391482.2	0.248	0.115	0.237	0.158	0	0.306	0	0.328
LOC100639337	XM_003391522.2	12.544	13.83	5.668	4.792	5.27	7.814	4.272	5.825
LOC105315926	XM_011410703.1	4.969	2.283	1.69	0.331	0.279	2.01	2.509	0.89
LOC105313489	XM_011406970.1	0.424	0.355	0.345	0.103	0.15	0.534	0	0.187
LOC105311927	XM_011404168.2	31.99	45.168	30.096	12.537	6.684	9.786	13.49	28.349
LOC100640619	XM_011405313.2	10.421	13.504	9.547	6.708	12.472	6.943	6.035	4.924
LOC105312545	XM_011405280.1	8.852	11.282	2.476	4.04	2.547	0.736	2.109	0.994
LOC100640978	XM_003391533.1	0.905	0.361	0.296	0.705	0.072	0.278	0.553	0.187
LOC100634962	XM_003391200.2	0.554	0.704	0.719	0.222	0.22	0.08	0.245	0.339
LOC105312217	XM_011404685.2	54.554	64.518	59.064	66.144	68.603	65.87	103.984	70.644
LOC105312672	XM_011405510.2	0	0	0	1.55	0.547	0.788	0	0
LOC100640071	XM_011404561.2	68.248	62.565	47.264	36.581	28.671	46.762	46.071	47.717
LOC100637466	XM_011406439.2	39.373	65.32	101.274	71.769	53.917	71.461	62.61	64.338
LOC105316043	XM_011410838.1	0.444	0.05	0.045	0.03	0	0	0.349	0
LOC105315818	XM_011410572.2	2.854	2.373	3.395	1.259	2.12	2.426	6.133	12.18
LOC100631836	XM_003390121.2	4.872	2.27	2.827	1.034	1.895	1.745	0.333	0.087
LOC105316159	XM_011410972.2	271.236	28.56	29.958	23.547	21.78	8.88	21.721	13.269
LOC100635231	XM_011405910.2	5.729	3.983	2.553	2.546	4.257	3.042	2.242	3.424
LOC105316576	XM_011411578.2	8.97	5.001	3.634	2.718	5.41	19.433	39.523	14.819
LOC100640173	XM_003389300.3	125.924	170.423	325.899	455.133	435.014	281.262	239.904	187.21
LOC105312369	XM_011404961.2	59.077	76.453	97.004	144.871	161.681	125.192	129.048	79.149
LOC105313602	XM_011407162.2	25.942	24.389	10.109	11.224	7.847	14.364	6.117	20.313
LOC105316002	XM_011410789.1	0.114	0	0.083	0.379	0.03	0.342	0.082	0.076
LOC100637941	XM_003391730.2	0	0.095	0.047	0.162	0.1	0.919	0.742	1.321
LOC105312950	XM_011405986.2	6.538	8.654	19.123	11.691	8.959	7.623	15.479	34.459
LOC105314624	XM_011408905.1	1.976	1.647	0.306	0.669	0.9	0.416	1.575	0.807
LOC105312690	XM_011405539.2	23.639	133.421	107.48	102.716	42.233	22.873	10.801	22.371
LOC105315600	XM_011410303.2	11.207	2.435	2.097	1.798	2.25	2.551	1.4	2.136
LOC100641125	XM_011405426.2	8.835	9.862	4.627	2.74	5.539	4.018	4.451	4.896
LOC105312720	XM_011405586.2	34.612	72.207	64.47	38.743	19.609	15.233	13.983	10.367
LOC105315855	XM_011410617.1	3.208	0.375	1.473	1.038	0.257	0.504	1.165	0
LOC105312979	XM_011406040.2	6.787	5.409	3.589	3.594	6.514	2.999	16.385	3.864
LOC105316060	XM_011410859.2	0.178	1.58	0.7	0.191	0	0	0.24	0.065
LOC105316514	XM_011411450.2	24.774	27.668	42.713	41.585	24.149	17.438	17.088	26.364
LOC105315032	XM_011409525.1	0.552	1.269	0.625	1.036	0.966	0.471	0	0.593
LOC105315004	XM_011409485.1	5.434	0.543	0.515	0.042	0.036	0.056	0.205	0.594
LOC105316095	XM_011410900.2	0	0	0.992	0.061	0.13	0.365	0.304	1.077
LOC100633362	XM_011410233.1	0.302	0.647	0.075	0.157	0	0.288	0.008	0.323
LOC105315755	XM_011410500.2	3.205	1.899	2.533	2.246	2.045	2.086	6.897	1.277
LOC105315406	XM_011410042.1	28.242	85.734	99.556	231.432	111.281	177.276	73.547	3.333
LOC105312460	XM_011405129.1	0.337	1.531	0.605	0	0.462	6.026	3.941	3.867
LOC100632490	XM_011404830.2	9.981	20.924	41.322	22.238	16.231	4.481	3.76	8.14
LOC105314734	XM_011409084.1	70.645	38.381	44.882	35.444	34.607	16.259	38.355	78.192
LOC105314714	XM_011409042.1	4.358	1.315	0.234	0	0	0.553	0	0.26
LOC100641202	XM_011411301.2	259.693	100.871	52.037	39.357	37.579	35.902	81.061	166.062
LOC100638323	XM_003391955.3	2.158	0.148	1.315	0.877	0.47	0.18	2.001	0.159
LOC100633229	XM_003390631.3	19.66	18.204	10.774	9.063	5.269	13.488	12.086	24.514
LOC100636384	XM_003390993.3	10.392	3.219	1.708	0.927	1.953	3.858	2.026	3.349
LOC100633363	XM_003391555.3	24.759	71.946	43.657	7.57	18.471	12.345	11.362	20.687
LOC105311849	XM_011408766.1	0	0.241	0	0.227	0.03	0.058	0.121	0
LOC105313046	XM_011406162.2	32.579	7.199	5.102	2.485	3.494	3.336	5.258	9.613
LOC105313073	XM_011406205.2	3.517	1.738	1.55	0.78	0.97	0.682	0.587	0.856
LOC100637812	XM_003390593.3	14.238	78.341	120.245	140.412	142.519	138.79	82.442	32.541
LOC100634574	XM_011407360.2	32.955	54.414	22.371	15.859	25.353	54.094	46.124	37.638
LOC100639504	XM_011409135.2	0	0	0	1.033	0	0	0	0
LOC100633401	XM_003389911.2	73.141	92.805	48.62	36.843	36.935	33.644	30.312	29.312
LOC105314489	XM_011408688.2	1.683	2.547	1.666	0.926	0.546	2.025	1.596	0.925
LOC100632805	XM_003389170.3	78.576	39.375	49.752	56.368	43.834	70.28	366.747	333.548
LOC105313945	XM_011407773.2	9.875	6.586	2.374	1.257	6.368	4.121	3.403	5.368
LOC105315226	XM_011409789.1	13.074	4.1	4.666	2.828	5.928	5.207	6.639	2.893
LOC105314223	XM_011408263.1	0.168	0.428	0.363	0.21	0.079	0	0	0.241
LOC105313271	XM_011406564.2	716.23	250.425	63.677	68.981	70.992	82.355	121.906	168.575
LOC105315861	XM_011410626.2	24.304	36.196	184.852	184.435	161.99	117.618	54.248	19.095
LOC105315428	XM_011410083.1	0.573	0.711	0.063	0	0.852	0.368	1.181	1.23
LOC105316076	XM_011410883.1	1.634	0.686	0.385	3.132	1.359	1.613	0.65	0.559
LOC100636578	XM_011405657.2	16.224	19.878	24.363	125.924	163.117	348.965	414.372	964.408
LOC105316358	XM_011411196.1	3.698	0.386	1.157	0.821	1.979	0.758	0.96	0.495
LOC100634040	XM_003391046.3	629.732	427.03	473.502	175.769	256.109	164.413	202.861	216.333
LOC105313338	XM_011406672.2	119.398	84.901	78.879	45.474	54.604	56.569	105.009	86.181
LOC105313485	XM_011406964.2	2.126	1.897	2.163	3.7	2.157	2.037	0.763	1.333
LOC105313228	XM_011406477.2	26.326	20.896	9.432	13.024	10.21	28.008	23.234	19.228
LOC105311948	XM_011404195.2	14.432	10.512	5.865	4.349	2.48	2.06	1.348	3.977
LOC100640724	XM_003390738.3	74.631	75.759	13.823	21.332	35.587	24.454	18.461	30.519
LOC100640646	XM_003391676.2	11.522	35.821	14.643	9.85	7.174	11.886	16.171	13.17
LOC100638322	XM_003391732.3	9.319	14.634	6.716	6.23	0.721	3.879	4.659	4.179
LOC105315601	XM_011410304.2	8.461	15.855	18.703	9.206	5.697	14.344	8.856	16.49
LOC105312515	XM_011405227.2	9.179	5.925	4.46	5.164	6.501	4.742	4.97	3.696
LOC100631889	XM_011410670.1	1.122	0.62	0.648	0.891	1.843	1.624	0	0.578
LOC105312645	XM_011405452.2	5.364	4.48	5.263	3.915	5.317	4.813	3.664	5.074
LOC105316527	XM_011411472.1	2.18	0.264	0.373	0.475	0.606	2.225	0.775	0.805
LOC105311897	XM_011407964.2	9.239	21.065	71.425	59.27	46.562	31.151	16.634	14.731
LOC105314886	XM_011409304.2	13.774	7.969	6.642	7.619	5.917	19.378	14.286	6.223
LOC105313828	XM_011407564.2	12.348	1.118	2.025	3.199	2.055	1.048	1.553	1.943
LOC100639793	XM_003389298.3	2.95	1.242	0.543	0.788	1.045	0.583	0.151	1.434
LOC105313002	XM_011406092.1	0.893	1.022	0.04	0.386	0	0.628	0.085	0
LOC100639251	XM_003390392.2	1.037	0	0.857	0.111	0.25	0	0	0.082
LOC105311921	XM_011404151.2	3.341	21.559	39.858	74.063	63.366	40.096	18.535	4.473
LOC105315290	XM_011409883.1	1.36	0.127	0.233	0	0.1	0	0	0
LOC100641067	XM_003391605.2	0	0.134	0.292	0.485	0.119	0.231	0.175	0.121
LOC105316087	XM_011410890.2	1.722	1.378	0.797	0.368	0.268	0.34	0	1.467
LOC105311994	XM_011404280.2	25.265	21.18	30.713	27.633	23.428	53.082	52.78	38.006
LOC100640687	XM_011409626.2	22.03	20.981	10.057	7.95	13.53	13.34	8.079	14.465
LOC105313554	XM_011407079.2	36.739	33.91	21.475	8.208	6.561	9.418	15.515	11.708
LOC100641352	XM_003390615.3	75.92	64.166	62.402	68.493	45.259	45.865	49.766	58.439
LOC100638325	XM_011407291.1	0.861	1.12	0.456	0.286	0.267	0.056	0	0.216
LOC105313817	XM_011407552.2	9.929	3.069	2.448	2.415	2.306	1.292	4.666	2.365
LOC100639056	XM_011411661.2	4.341	4.872	4.341	1.631	1.662	1.049	3.721	8.92
LOC105311960	XM_011404216.2	4.253	6.691	16.288	19.296	16.594	10.428	4.434	3.308
LOC105316440	XM_011411351.1	7.671	2.076	2.615	2.686	1.448	0.547	2.474	6.254
LOC105315053	XM_011409550.1	1.565	1.047	0.789	0.34	0.119	0.499	0.839	1.29
LOC100640053	XM_003390321.3	471.047	440.287	147.758	109.686	102.935	102.767	96.791	196.528
LOC105315318	XM_011409918.2	4.479	4.275	2.646	3.567	0.75	2.211	0.67	1.09
LOC100641718	XM_011405371.2	0.719	2.581	0.225	0.859	3.521	0.562	1.285	1.219
LOC100639316	XM_011405865.2	8.723	2.052	0.965	0.347	0.392	0.856	1.715	1.112
LOC105315162	XM_011409704.1	1.13	0.186	0.141	0	0	0.228	0.022	0
LOC100633370	XM_011407600.2	31.643	17.16	36.981	91.993	93.462	118.559	193.964	126.192
LOC105314189	XM_011408198.2	0.483	0.246	0.296	0.199	0	0.15	0.24	0
LOC100631978	XM_011408249.2	54.771	108.339	147.289	78.708	51.128	28.645	21.454	32.105
LOC100634835	XM_011409663.2	11.726	16.285	7.583	5.062	4.087	4.395	4.308	6.677
LOC105316378	XM_011411215.1	0.195	0.043	0.064	0.277	0.094	0.342	0.121	0
LOC105315894	XM_011410663.2	3.198	1.373	1.485	3.853	21.51	19.611	40.246	54.317
LOC100631713	XM_003390487.3	0	0.453	0.023	0	0	0.326	0.35	0.087
LOC105315639	XM_011410353.1	26.21	8.766	15.167	28.534	10.197	7.385	6.374	2.542
LOC100640940	XM_003391165.3	24.226	15.788	16.528	20.732	16.901	23	16.482	15.602
LOC105313193	XM_011406408.2	3.438	2.384	3.129	5.529	2.577	1.598	2.032	0.577
LOC100640463	XM_011408397.2	2512.633	724.59	521.153	422.746	1073.272	783.213	2891.818	1882.127
LOC100641821	XM_003390036.3	205.493	214.352	253.674	266.368	290.279	191.328	114.334	99.192
LOC105313243	XM_011406517.1	0.789	0.33	0.281	0	0.435	0.342	0.491	0.285
LOC105312654	XM_011405464.2	1.719	2.102	2.428	0.527	1.745	1.128	1.314	0.319
LOC105316140	XM_011410950.1	1.922	0.604	0.101	0.042	0.05	0.261	0.098	0.067
LOC105315841	XM_011410602.1	0	0.143	0.047	0.254	0	0.171	0	0.104
LOC100633147	XM_003390569.2	6.635	1.136	2.265	1.792	1.232	2.798	2.745	1.163
LOC100633027	XM_003391920.3	39.798	55.078	51.707	34.438	44.984	71.913	122.319	93.069
LOC100633490	XM_003391556.2	7.44	6.166	4.071	2.492	1.947	4.158	2.458	3.509
LOC105313768	XM_011407461.1	1.782	1.327	2.951	2.195	3.574	4.923	6.424	2.708
LOC100638748	XM_003391443.2	0.418	0.641	0.216	0.158	0.266	1.422	0.272	0.119
LOC100631633	XM_003390682.3	14.868	9.198	4.822	3.984	4.985	0.475	4.896	2.59
LOC100638005	XM_011405296.2	36.236	16.281	11.261	10.492	8.71	8.233	21.205	33.88
LOC105315287	XM_011409877.1	0.301	0.804	0.537	0.068	2.689	0.702	0.082	0.197
LOC105313801	XM_011407523.2	4.837	4.01	0.891	1.459	0.993	0.513	0.279	0.471
LOC100632929	XM_011407483.2	5.571	3.496	1.666	0.434	2.346	1.07	1.23	2.285
LOC100640859	XM_011411690.2	96.936	142.93	50.478	34.088	39.06	36.586	29.972	39.184
LOC100641188	XM_011408770.2	1.354	4.609	2.421	1.704	3.345	5.161	2.97	2.22
LOC105312149	XM_011404559.2	2.951	7.551	114.556	68.477	32.277	15.8	1.807	2.782
LOC100635251	XM_003392079.2	0.591	7.284	2.171	2.064	1.329	2.991	1.549	3.957
LOC105314403	XM_011408560.2	9.244	183.868	597.767	854.451	702.73	713.023	219.257	10.021
LOC100634494	XM_003390435.3	65.875	37.569	70.428	57.856	60.163	35.382	109	40.348
LOC100633523	XM_011407878.2	3.24	1.734	2.058	1.183	1.926	1.339	1.61	0.991
LOC105312140	XM_011404542.1	3.301	1.889	0.663	0.936	0.39	1.057	0.254	0.886
LOC105316442	XM_011411331.2	15.451	19.826	11.974	8.856	9.058	16.316	15.44	12.232
LOC100642028	XM_003389541.3	16.093	36.92	95.38	126.554	102.39	49.886	24.51	12.452
LOC105315989	XM_011410775.1	0.6	0	0.345	0	0	0	0.039	0.104
LOC100632935	XM_003389765.3	98.073	88.025	52.558	56.409	49.315	58.851	50.358	66.923
LOC105315917	XM_011410697.2	0	0	0.699	3.723	0	0	0	0
LOC105315960	XM_011410741.1	0.484	0	0.292	0	0.123	0.421	0.419	0.132
LOC100639034	XM_011407320.2	11.672	2.576	1.826	1.364	4.495	3.564	2.465	3.538
LOC105315907	XM_011410681.1	0.285	1.111	0.63	0.787	0.878	0.822	0.308	0.579
LOC100635240	XM_003389987.2	23.213	24.384	26.116	19.796	19.423	41.715	125.558	174.216
LOC100636410	XM_011405850.2	16.251	27.081	37.055	106.282	89.936	90.233	44.945	48.055
LOC100641568	XM_003390034.3	12.887	27.76	8.978	9.582	10.075	12.544	5.513	7.748
LOC105316246	XM_011411070.1	0.1	0	0.247	0	0.03	0	0.321	0.178
LOC100636386	XM_003391352.3	0.514	0.635	0.627	0	0	0.338	1.346	0.244
LOC105312420	XM_011405050.2	2.999	2.435	4.109	6.648	1.395	3.394	4.938	2.073
LOC105316122	XM_011410930.2	2.254	1.077	2.038	3.242	1.821	2.152	1.769	0.992
LOC105313248	XM_011406523.2	65.775	8.125	3.093	1.909	2.122	1.384	2.634	2.575
LOC100636790	XM_011406483.2	9.722	15.519	28.976	9.109	3.298	2.631	2.26	2.134
LOC105312839	XM_011405780.1	5.212	3.132	2.228	2.096	1.316	1.556	0.884	1.944
LOC105314128	XM_011408100.1	5.296	0.782	1.716	0.919	0.261	0.754	0.594	0.664
LOC100637891	XM_003389724.2	6.725	3.413	2.106	1.545	1.137	2.408	0.21	1.447
LOC100632919	XM_011405509.2	201.677	150.333	162.39	131.72	101.016	95.209	116.217	67.861
LOC100634601	XM_011404394.2	98.818	99.25	62.584	74.052	131.93	111.089	55.656	87.091
LOC105313440	XM_011406878.2	14.789	3.981	4.338	3.378	1.198	3.41	2.442	2.515
LOC105312908	XM_011405909.2	11.171	2.823	2.296	8.409	47.604	88.679	93.129	32.74
LOC100632509	XM_003389906.3	2.433	2.689	3.75	17.494	8.552	34.69	61.05	146.275
LOC105312568	XM_011405316.2	22.467	31.083	42.587	30.163	36.052	42.998	63.422	70.149
LOC105316630	XM_011411683.1	6.56	1.963	1.861	3.063	3.718	1.3	2.013	8.393
LOC100633234	XM_003391554.2	229.205	281.274	143.481	183.85	156.201	214.785	73.855	116.283
LOC105312993	XM_011406078.2	53.394	102.249	89.012	94.075	72.374	71.487	96.098	126.473
LOC105313055	XM_011406175.1	0.365	0.167	0.04	0.366	0	0.095	0	0.414
LOC100640235	XM_011404497.1	0.083	0.245	0.13	0.061	0.329	0	0.208	0.575
LOC105313195	XM_011406409.2	0.84	0.21	0.599	0.34	0.558	0.079	0.073	0.497
LOC105312964	XM_011406007.2	31.426	19.296	7.205	4.897	6.212	7.286	3.411	7.778
LOC100638061	XM_003390088.3	379.684	412.182	155.888	138.138	165.808	153.296	132.318	143.251
LOC100638279	XM_003391364.3	1.229	1.359	6.41	1.429	1.558	4.875	1.595	3.017
LOC105316558	XM_011411540.2	7.575	8.565	64.354	54.907	49.345	78.657	44.534	56.963
LOC105315798	XM_011410547.2	2.869	22.515	246.119	205.227	210.735	254.125	34.065	9.06
LOC100636890	XM_011410254.2	4.879	0.198	0.647	0.043	0.172	0.152	0.077	0
LOC105314366	XM_011408496.1	2.798	0.387	1.296	0.454	0.559	0.405	0.385	1.329
LOC105311907	XM_011404128.2	1.211	1.072	0.549	0.485	0.919	0.45	1.242	1.115
LOC100632843	XM_003389691.3	22.71	36.081	40.476	34.013	37.318	58.345	56.6	64
LOC105316137	XM_011410947.2	2.551	7.514	34.49	53.178	38.16	42.439	12.405	4.728
LOC100639084	XM_003391300.1	19.059	8.207	3.212	3.452	2.017	3.361	1.721	8.715
LOC100640268	XM_003391674.2	3.541	0.162	0.594	0.289	0.398	0.636	1.289	0.671
LOC105312717	XM_011405583.2	2.234	1.822	1.059	0.299	0.863	0.682	0.649	1.102
LOC100640889	XM_003389225.3	50.851	93.173	64.593	39.588	61.037	57.995	51.014	51.216
LOC105312211	XM_011404679.2	47.243	12.477	22.077	24.076	29.741	28.316	61.644	152.831
LOC100636228	XM_011405590.1	0.77	0.361	0.078	0.185	0.17	0	0.256	0.066
LOC105313744	XM_011407409.2	28.947	14.592	16.047	11.433	14.216	12.393	12.004	17.696
LOC105312467	XM_011405144.2	16.917	16.863	8.855	3.812	3.931	6.03	2.324	4.22
LOC100641094	XM_003389675.1	115.832	76.777	33.269	39.384	33.309	35.517	11.877	16.421
LOC100639414	XM_011407776.2	12.941	28.235	32.362	21.621	28.479	28.88	38.507	40.652
LOC100639409	XM_011406705.2	53.377	24.737	24.36	22.418	19.848	25.878	45.428	39.139
LOC105314436	XM_011408604.2	4.376	1.592	1.663	0	0	0	0.338	3.513
LOC105313513	XM_011407007.2	1.63	1.806	1.253	1.086	1.973	1.091	0.747	0.462
LOC100632604	XM_011410341.2	23.156	16.567	15.7	9.328	10.819	18.407	31.165	41.41
LOC100637015	XM_003390996.3	1.517	0.375	0.624	1.768	1.015	1.519	1.876	1.097
LOC105314040	XM_011407948.1	3.107	0.73	0.767	0.17	0.189	0.392	0.431	0.436
LOC105314670	XM_011408973.1	8.741	2.599	0.611	1.454	1.273	0.592	0.851	0.899
LOC100637279	XM_011410861.2	2.025	42.997	101.325	93.564	71.296	51.171	11.546	15.58
LOC100641217	XM_011407273.2	242.833	61.739	37.483	26.436	32.914	27.92	62.164	56.251
LOC100639755	XM_011409289.1	0.997	0.099	0.069	0	0.249	0.151	0	0.653
LOC100639884	XM_003391015.3	252.171	324.004	197.582	272.689	144.753	211.789	220.284	281.505
LOC100639944	XM_011404872.2	59.666	55.377	21.83	22.395	28.006	20.587	18.373	41.983
LOC100637934	XM_003390235.3	0.948	2.42	12.243	6.165	1.557	9.189	5.839	0.799
LOC100639103	XM_011405172.2	193.311	173.193	159.619	131.827	142.981	118.304	186.936	196.773
LOC100640552	XM_003389146.2	18.686	24.366	11.355	14.681	13.037	21.363	24.531	21.28
LOC105316319	XM_011411152.1	0.276	0.255	0	0.068	0.754	0	0.05	0
LOC105313612	XM_011407185.1	3.079	0.595	0.413	0	0.172	0.169	1.514	0.752
LOC100633515	XM_011406157.2	199.427	154.747	64.991	76.184	67.694	63.809	162.862	191.157
LOC105314327	XM_011408432.2	10.155	13.223	10.731	5.412	5.532	6.8	11.3	10.57
LOC105315086	XM_011409595.1	0.624	0.292	0	0	0	0	0	0
LOC100636054	XM_003391715.2	0.117	0	0.139	0	0.533	0	0	0
LOC105313297	XM_011406601.2	21.024	22.968	11.225	7.359	3.804	4.798	5.257	12.015
LOC105314988	XM_011409462.2	2.503	1.078	0.835	0.588	0.503	0.311	0.64	0.329
LOC100635833	XM_003389499.3	62.847	185.838	478.569	149.069	32.066	6.696	7.251	6.097
LOC100639210	XM_003391521.3	0.964	2.294	1.062	0.347	0.538	0.524	0	0.059
LOC105315589	XM_011410292.2	6.931	2.606	5.221	5.952	3.308	3.753	2.725	4.025
LOC105312301	XM_011404844.2	15.553	5.809	10.721	7.903	9.136	7.249	8.555	5.325
LOC100633659	XM_003391481.3	3.411	18.649	10.547	55.12	99.529	18.796	97.635	184.071
LOC100639161	XM_011407460.1	4.45	2.583	1.205	1.15	0.712	1.121	2.037	1.702
LOC100635319	XM_011407034.2	4.136	1.833	0.706	0.689	0.059	1.64	0.904	2.48
LOC100637781	XM_011408583.1	2.015	0.927	0.51	0.158	0.674	0.279	2.646	0.293
LOC105316141	XM_011410951.1	0	0.13	0.305	0.37	0.03	0.113	0.384	0.645
LOC100633154	XM_003391921.3	33.292	23.065	18.384	15.092	16.025	9.602	8.199	23.003
LOC105315342	XM_011409951.1	0.19	0.647	0.903	0.443	1.796	0.251	0.828	0.91
LOC100639930	XM_003391817.2	0	0.047	0.056	1.186	0.028	0.086	0.709	0.339
LOC100635464	XM_003391419.2	4.03	0.686	0.732	1.115	2.132	0.916	0.497	0.449
LOC105313462	XM_011406913.1	0.733	0.144	0.12	0	0.03	0	0.085	0.278
LOC100632976	XM_011409385.2	18.626	24.033	28.542	13.662	10.751	11.568	15.267	13.666
LOC105312733	XM_011405604.1	0.095	0.442	0.066	0	0	0	0	0
LOC105315724	XM_011410462.2	2.087	1.112	1.5	0.652	1.738	0.483	0.121	0.196
LOC100639841	XM_003391744.2	34.93	32.186	32.916	28.333	30.806	40.927	61.575	67.462
LOC100637482	XM_003390523.3	39.5	120.257	192.002	227.013	218.118	250.918	187.505	136.284
LOC100632244	XM_011405573.2	11.903	9.898	24.16	0.097	0.146	0.059	9.741	22.297
LOC100641151	XM_003391679.3	0.096	0	1.305	0.336	0.806	1.278	1.07	0.414
LOC100632890	XM_003389908.2	3.353	1.578	1.722	0.456	0.46	1.512	0.123	0.786
LOC100637478	XM_003389795.3	2.423	2.969	1.401	0.326	2.993	1.669	2.105	1.793
LOC100638147	XM_003390788.2	3.719	4.67	36.72	40.808	57.91	68.824	43.568	46.316
LOC100640671	XM_011406283.2	12.507	35.331	22.19	61.355	17.663	29.218	4.732	39.278
LOC100635525	XM_011406034.2	19.782	20.294	7.819	10.081	8.163	7.785	7.432	10.848
LOC105313181	XM_011406386.1	2.361	2.916	2.112	1.74	4.861	2.334	2.918	2.202
LOC105316257	XM_011411080.1	1.233	0.551	0.233	0.335	0.098	0.416	0.221	0.438
LOC105315140	XM_011409671.1	4.113	0.36	1.016	1.393	0.146	0.843	0.147	0.213
LOC105312511	XM_011405223.2	1.555	1.351	2.172	1.468	1.078	2.444	15.696	0.748
LOC105313847	XM_011407596.2	8.966	9.728	3.363	1.038	1.292	2.525	1.186	0.893
LOC105311861	XM_011406209.2	35.415	51.983	50.662	88.993	95.155	79.866	27.623	53.802
