GeneID	TranscriptID	Sample.Cleavage	Sample.Brown	Sample.Cloud	Sample.Spot	Sample.Late.spot	Sample.Ring	Sample.Late.ring	Sample.Free.swimming.larvae
LOC109580512	XM_019993788.1	47.913	18.726	11.965	14.009	12.243	8.909	21.559	33.243
LOC109582393	XM_019997071.1	0.64	1.263	2.082	0	0.543	0.286	0.363	0.283
LOC109580536	XM_019993810.1	1.585	0.772	0.151	0.576	0.41	0.202	0.246	0.554
LOC105312823	XM_019996719.1	34.67	25.797	26.403	9.536	9.08	8.049	7.826	8.615
LOC105316886	XM_019993648.1	18.612	6.999	2.252	1.628	5.025	2.489	2.862	2.28
LOC109580188	XM_019993086.1	1.115	0	0.146	0	0	0	0	2.647
LOC109581489	XM_019995627.1	0	0	0	0	0	0	0	0
LOC109580562	XM_019993886.1	2.967	0.571	0.236	0.331	0.339	0.463	0.414	0.065
LOC100639729	XM_019995379.1	0	0	0	0	0	0	2.74	1.975
LOC109580542	XM_019993839.1	1.372	0.835	0.136	0.203	0.252	0.312	0	0
LOC100641298	XM_019996730.1	0	0	0	0	0	0	0	0
LOC100633755	XM_019993437.1	11.548	7.898	4.542	3.238	3.456	3.828	2.764	6.133
LOC109580219	XM_019993155.1	1.95	3.305	1.699	1.405	1.549	0.994	1.539	1.797
LOC100638377	XM_011411916.2	21.161	5.282	0	0	0	0	0	0
LOC109580453	XM_019993632.1	2.24	0.677	2.312	0.782	0.911	0.372	0.265	0.494
LOC100633551	XM_019995944.1	3.897	19.606	46.878	58.697	96.909	38.968	7.436	3.388
LOC109581665	XM_019995982.1	4.842	2.772	1.835	0.881	2.208	1.345	2.317	3.345
LOC100641459	XM_019993734.1	65.076	59.761	56.309	82.753	88.058	72.414	55.242	25.591
LOC109582450	XM_019997166.1	11.997	22.871	44.054	65.71	58.206	39.675	15.919	4.888
LOC100640494	XM_019996272.1	61.438	38.754	28.392	28.627	23.501	30.976	37.311	39.107
LOC105312388	XM_019995257.1	27.183	32.483	47.184	37.861	31.035	25.767	29.345	44.325
LOC109581364	XM_019995422.1	2.275	0.197	1.375	0.061	0.541	0.544	0.23	1.1
LOC100640618	XM_019995582.1	4.454	3.91	2.937	1.118	0.867	1.588	0	1.023
LOC100637708	XM_019995544.1	2.538	2.319	13.026	9.378	8.275	4.648	3.893	1.699
LOC109580998	XM_019994680.1	3.482	0.656	0.393	0.498	0.254	0.408	0.228	0.35
LOC100633677	XM_019995515.1	27.809	25.264	6.864	3.892	1.225	4.612	5.087	11.116
LOC109581021	XM_019994740.1	0.788	0.221	0.206	0.298	0.272	0.48	0.49	0
LOC100637203	XM_019994928.1	0.002	0.763	0.341	0.003	0.002	1.203	0.006	1.676
LOC109580720	XM_019994207.1	2.593	1.438	3.645	4.383	19.607	30.05	23.219	19.082
LOC109581237	XM_019995183.1	7.422	5.288	4.098	2.68	3.032	2.914	1.755	3.102
LOC109580233	XM_019993191.1	14.411	3.016	10.645	14.246	14.579	24.123	64.787	64.563
LOC100641844	XM_019995915.1	54.894	37.241	29.63	21.012	24.218	9.394	16.484	28.108
LOC109580910	XM_019994488.1	0	1.106	0.234	0.145	0.1	0.222	0.573	0.559
LOC100639300	XM_019994528.1	16.066	12.926	5.323	3.341	7.082	6.095	5.828	12.148
LOC109580680	XM_019994121.1	2.202	1.471	1.723	2.027	0.69	1.154	0.932	1.313
LOC109580447	XM_019993598.1	11.865	8.8	17.765	21.811	29.919	59.694	136.305	363.481
LOC109580661	XM_019994073.1	5.862	3.588	1.994	1.143	0.995	0.313	4.037	0.925
LOC100635728	XM_019993998.1	28.866	16.586	22.485	26.883	14.462	23.817	34.468	49.357
LOC109581767	XM_019996166.1	0.929	0.23	0.567	1.782	0.089	2.008	0.787	1.567
LOC100638255	XM_019994873.1	70.663	97.704	75.527	46.115	69.262	60.827	83.466	71.987
LOC109581441	XM_019995543.1	37.375	13.691	12.316	9.103	11.136	8.913	10.883	7.817
LOC100638896	XM_019995456.1	0	2.902	3.316	9.851	4.86	6.507	14.719	8.314
LOC100633551	XM_019995943.1	1.581	0	3.726	17.805	4.859	4.916	12.12	10.078
LOC105316918	XM_019993733.1	50.588	9.863	16.872	11.987	9.637	12.255	22.801	9.992
LOC109581188	XM_019995060.1	3.222	0.865	0.294	1.834	0.891	1.818	1.191	3.161
LOC109581773	XM_019996197.1	2.588	1.503	1.627	0.711	0.433	0.707	1.442	1.18
LOC100639049	XM_019994475.1	9.452	3.07	5.197	5.165	3.903	5.179	20.374	66.632
LOC100637873	XM_019994011.1	2.939	10.077	9.23	13.608	7.533	6.933	8.367	13.222
LOC105316952	XM_019993808.1	2.452	0.864	1.216	0.363	1.089	0.465	1.238	0.613
LOC100632489	XM_019994811.1	2.367	5.825	2.768	3.802	5.761	6.419	9.409	5.159
LOC109581813	XM_019996218.1	12.863	2.145	1.864	1.278	2.211	2.616	2.381	7.098
LOC109580274	XM_019993289.1	5.253	5.046	1.53	3.301	8.277	3.195	0.339	0.911
LOC109581599	XM_019995860.1	5.561	2.665	2.412	3.923	1.694	2.18	9.994	11.229
LOC100637705	XM_019994441.1	40.291	13.293	26.152	35.672	13.793	8.829	55.333	78.333
LOC100633585	XM_019993236.1	31.801	33.727	13.117	6.921	7.267	4.866	5.9	9.53
LOC109582081	XM_019996676.1	3.291	0.003	2.929	2.69	0.251	0.482	0	1.153
LOC109581313	XM_019995340.1	0	1.072	0	0	0	0	0	0
LOC105316907	XM_011412193.1	3.638	1.355	3.547	0.851	2.106	2.439	1.651	1.937
LOC109581091	XM_019994874.1	7.07	7.079	5.227	3.639	2.097	2.446	4.282	18.796
LOC100640027	XM_019994074.1	27.322	30.235	15.188	22.796	20.139	20.701	34.795	45.763
LOC100634715	XM_019996398.1	30.463	21.475	21.054	17.757	11.312	15.742	20.25	29.154
LOC109581926	XM_019996431.1	3.372	4.532	2.537	1.484	2.989	2.965	2.009	1.547
LOC100641967	XM_019994569.1	0.735	0.609	0.616	0.2	0.157	0.974	0.562	0.394
LOC105312343	XM_019995142.1	9.935	10.856	11.19	4.453	5.22	7.002	6.648	6.544
LOC109582042	XM_019996605.1	12.482	8.304	5.31	3.192	6.45	7.779	8.885	15.871
LOC109581238	XM_019995184.1	0.029	0.006	0.007	0.012	0.013	0.242	0.007	0.009
LOC109580849	XM_019994406.1	40.603	4.701	16.884	51.892	26.5	38.509	38.674	48.326
LOC105312218	XM_019994779.1	32.75	13.97	12.92	11.798	12.812	10.988	10.139	16.221
LOC100640744	XM_019994969.1	5.913	5.024	2.85	2.395	3.479	2.142	2.451	4.653
LOC109581748	XM_019996124.1	1.949	1.277	1.213	1.1	1.678	0.079	0	1.703
LOC100641586	XM_019993775.1	42.22	36.503	67.335	56.285	53.539	33.775	38.649	72.812
LOC109580712	XM_019994190.1	23.024	8.654	10.699	7.896	14.918	10.265	6.016	8.367
LOC105316656	XM_011411721.2	12.23	12.926	15.41	3.338	29.071	3.16	3.986	3.71
LOC105316827	XM_011412049.1	5.276	10.848	18.756	14.498	10.47	11.333	4.986	9.379
LOC109581429	XM_019995531.1	10.701	9.715	10.777	5.304	5.4	5.971	4.382	9.523
LOC105311931	XM_019993965.1	0.06	0.28	0.213	0.576	0.826	0.413	0.202	0.013
LOC105316878	XM_019993681.1	35.306	290.885	908.891	1214.015	987.585	1172.04	375.868	43.416
LOC105312522	XM_019995693.1	24.121	5.196	7.003	2.048	1.282	3.831	6.049	3.717
LOC109581643	XM_019995931.1	0	0	0	0	0	0	0	0
LOC100636275	XM_019993741.1	28.53	38.378	29.207	16.355	24.713	20.25	17.35	46.145
LOC100636693	XM_019993565.1	18.879	15.971	5.578	7.981	5.838	7.062	3.844	5.499
LOC109580729	XM_019994212.1	14.51	3.228	8.431	6.953	8.344	0.908	8.904	15.159
LOC109582347	XM_019997013.1	32.693	34.156	28.717	18.713	22.034	7.004	17.481	20.071
LOC100640530	XM_011412052.2	2.205	0.838	3.408	0.185	7.68	10.765	0	0
LOC105316707	XM_019993120.1	11.835	5.147	4.684	3.513	3.615	4.934	14.044	5.835
LOC100639567	XM_019995138.1	17.827	14.209	3.115	3.637	2.458	2.543	1.909	4.509
LOC109580873	XM_019994433.1	1.774	0.939	1.7	1.529	1.513	1.243	1.135	2.067
LOC105312422	XM_019995337.1	3.424	1.465	1.149	2.925	1.139	0.945	2.487	2.843
LOC100632404	XM_019994392.1	8.15	3.516	3.715	4.263	3.473	3.429	2.966	4.898
LOC109580393	XM_019993479.1	11.303	7.779	2.385	3.434	9.193	3.875	2.62	4.407
LOC105316960	XM_019993877.1	0	0	0	0	0	0	0	0
LOC109582423	XM_019997124.1	47.331	21.198	22.775	12.703	14.969	11.916	14.301	15.926
LOC109580484	XM_019993706.1	6.293	1.206	0.695	0.997	0.852	0.86	2.105	0.458
LOC100635477	XM_019994285.1	20.56	44.383	34.874	21.539	12.916	22.839	33.718	31.558
LOC100633626	XM_019993077.1	13.482	6.559	3.819	3.308	2.977	3.768	3.508	2.274
LOC100636787	XM_019996956.1	34.947	57.421	44.108	30.915	22.815	26.06	34.029	63.295
LOC105316770	XM_019993322.1	6.688	3.032	0.279	2.613	0.795	0	0	0.944
LOC109581937	XM_019996443.1	0	0	0.896	0.103	0	0	0	0
LOC100636327	XM_019996813.1	29.562	21.719	13.784	9.86	17.751	21.416	27.927	23.245
LOC109581697	XM_019996013.1	4.021	0.634	3.994	3.757	1.382	2.448	3.83	4.769
LOC109582008	XM_019996556.1	0	0	0	0.232	0	0.271	0	0
LOC100641838	XM_019993203.1	60.873	46.727	53.174	73.79	75.976	79.565	68.256	114.699
LOC100639908	XM_019996399.1	0.031	6.406	0.481	0.038	0.011	1.294	0.014	0.018
LOC100636264	XM_019994161.1	0.789	4.92	1.019	2.369	1.488	2.916	1.719	1.73
LOC109581208	XM_019995110.1	9.175	2.227	2.406	1.762	1.061	2.289	1.527	1.759
LOC105316820	XM_011412032.1	0.315	0	0.086	0	0	0	0	0.424
LOC109581747	XM_019996126.1	4.745	2.214	2.045	2.766	1.311	2.35	2.108	2.841
LOC105312378	XM_019994613.1	1.3	1.477	1.356	0.341	0.572	0.039	0.136	0.638
LOC100640615	XM_019994778.1	118.713	61.709	43.301	34.811	43.813	99.187	244.146	258.353
LOC109581336	XM_019995385.1	7.612	4.861	4.607	2.852	4.523	1.624	2.667	3.396
LOC105316812	XM_011412023.2	82.227	10.166	70.043	157.25	109.82	77.535	12.591	6.148
LOC100640744	XM_019994968.1	0.251	0.208	0.122	0.13	0.209	0.105	0.133	0.216
LOC109581293	XM_019995292.1	3.814	3.569	3.359	5.398	22.021	14.402	8.531	2.475
LOC105316885	XM_011412145.2	22.474	10.254	8.571	8.229	9.134	12.275	5.604	12.302
LOC105312037	XM_019994237.1	7.517	7.818	6.285	4.762	6.241	8.638	8.62	7.336
LOC105312244	XM_019994568.1	6.911	1.235	1.506	1.848	0.603	0.879	1.285	0.703
LOC105316903	XM_019993950.1	29.14	43.688	54.95	52.401	58.617	80.907	64.693	46.231
LOC109580450	XM_019993602.1	10.219	5.72	13.684	3.436	7.767	7.209	8.474	5.584
LOC109580482	XM_019993704.1	12.29	6.039	3.25	1.182	2.041	2.343	0.862	2.791
LOC109582425	XM_019997126.1	10.281	4.811	4.095	3.876	3.005	3.288	1.464	2.319
LOC109581391	XM_019995462.1	9.751	13.977	12.005	4.725	5.272	6.13	2.285	5.649
LOC109580433	XM_019993550.1	4.588	8.898	2.573	1.979	4.058	3.139	5.706	30.442
LOC100636517	XM_019995312.1	6.866	3.278	3.21	1.522	1.198	0.814	1.27	0.952
LOC109581828	XM_019996247.1	17.549	14.787	9.644	9.632	10.932	12.392	13.495	18.957
LOC109580315	XM_019993353.1	3.283	1.493	0.518	0.382	0.2	0.501	1.194	0.568
LOC109581507	XM_019995667.1	41.245	19.289	13.6	7.545	8.479	9.097	14.363	15.027
LOC109582008	XM_019996554.1	0	0	0	0	0	0	0	0
LOC109580534	XM_019993809.1	1.569	0.927	0.352	0.366	0.279	1.074	0.336	0.426
LOC100636913	XM_019996954.1	18.078	25.23	22.696	16.098	14.706	19.768	23.434	35.961
LOC109582103	XM_019996700.1	3.722	0.544	0.348	0.747	0.351	1.269	0.071	0.262
LOC100640104	XM_019993407.1	31.316	39.615	18.414	16.978	15.442	15.634	21.17	17.398
LOC100639897	XM_019993288.1	0.145	0.831	0.684	0.104	1.938	2.739	0.112	0.065
LOC109581814	XM_019996219.1	0	0	0.249	0	0	0	0	0
LOC109582447	XM_019997163.1	0.307	0.396	0.28	0	0.209	0.321	0.555	0.654
LOC100638896	XM_019995454.1	9.449	10.816	7.453	2.058	14.246	16.342	5.061	0
LOC109581055	XM_019994805.1	0	0	0	0.305	0	1.362	2.852	1.457
LOC100636905	XM_019993478.1	10.128	10.225	2.711	0.415	1.823	1.668	0.202	3.054
LOC100636362	XM_019994005.1	210.775	243.563	220.341	176.751	120.018	74.933	71.889	134.106
LOC100636702	XM_019996230.1	5.484	9.35	8.401	4.923	3.617	6.82	5.561	6.25
LOC109580470	XM_019993670.1	2.308	1.343	1.763	1.566	3.626	0	0	1.622
LOC105312593	XM_019995891.1	35.862	45.808	23.026	20.665	16.982	13.531	14.547	24.798
LOC105316728	XM_011411856.2	10.685	81.534	475.751	537.255	566.112	379.994	193.65	77.229
LOC100637670	XM_019996962.1	12.551	2.664	1.907	0	0.787	2.459	5.841	0
LOC100637030	XM_019993234.1	1.372	8.403	45.288	32.757	55.925	96.003	27.862	14.471
LOC100636694	XM_019993883.1	20.233	8.053	2.736	2.435	1.631	3.641	5.051	16.663
LOC109580184	XM_019993083.1	37.606	24.244	3.688	3.178	3.894	6.968	5.802	5.194
LOC109582081	XM_019996674.1	0.779	2.277	0	0	0.612	0	1.276	2.051
LOC105312837	XM_019996772.1	26.509	30.726	17.799	17.211	12.774	14.64	13.29	18.166
LOC109581204	XM_019995091.1	494.591	669.637	389.176	343.941	347.529	316.373	265.575	307.187
LOC109581547	XM_019995757.1	3.726	0.555	0.434	1.696	0.289	1.104	0.38	0.271
LOC105316894	XM_011412167.1	3.541	3.902	12.767	3.424	1.964	2.36	1.954	0.747
LOC109582008	XM_019996562.1	0	0	0	0	0	0	0	0
LOC109582050	XM_019996611.1	2.046	3.625	2.704	3.577	1.852	3.109	3.465	8.222
LOC100639398	XM_019994240.1	20.517	24.206	22.62	8.92	22.083	12.569	10.293	14.966
LOC100633085	XM_019996325.1	1.109	21.105	38.902	19.202	42.36	44.682	24.371	38.588
LOC100634681	XM_019994707.1	15.775	22.669	10.288	9.088	8.584	11.327	12.229	8.958
LOC109581098	XM_019994876.1	3.219	1.152	0.335	0.201	0.551	0.278	0.535	0.415
LOC109581764	XM_019996163.1	5.058	1.172	2.633	1.824	3.289	3.348	1.334	4.958
LOC109580662	XM_019994076.1	3.523	2.315	1.357	1.302	0.989	1.084	0.345	1.667
LOC109580148	XM_019995855.1	11.949	7.601	7.5	8.499	9.228	6.804	7.696	5.137
LOC100638412	XM_019994404.1	64.789	73.801	47.829	35.079	32.185	33.943	30.419	31.51
LOC100640073	XM_019995139.1	63.209	28.405	18.361	17.169	19.551	16.397	64.561	58.52
LOC105316841	XM_011412066.2	7.196	8.749	4.333	2.492	2.405	4.906	5.222	3.136
LOC100638934	XM_019995055.1	20.305	7.143	4.92	4.949	5.227	3.465	7.433	3.762
LOC109581241	XM_019995186.1	30.111	27.351	19.008	12.075	17.639	17.08	20.281	20.359
LOC109582350	XM_019997017.1	1.032	1.854	0.96	0.399	0	0.177	0.733	0
LOC109580667	XM_019994086.1	9.265	10.346	6.899	6.495	4.777	5.471	3.923	8.281
LOC109581108	XM_019994886.1	0.344	1.654	1.101	0	0.56	0.507	0.059	0.901
LOC100631656	XM_019995492.1	0.001	0	5.262	0.001	4.257	0	0	0
LOC105312824	XM_019996715.1	0	0	0.344	0	0	0	0	0
LOC100634016	XM_019994839.1	7.76	17.159	9.263	7.665	8.29	7.159	7.188	10.388
LOC109580697	XM_019994155.1	10.829	7.147	9.356	5.294	9.073	4.142	3.369	6.701
LOC105312105	XM_019994437.1	13.479	4.22	5.236	4.353	2.325	4.643	0.998	4.927
LOC109582381	XM_019997049.1	0	0.78	0.058	0.122	0	1.38	0	0
LOC109580634	XM_019994039.1	4.828	0.514	1.206	0.693	1.374	1.027	0.312	0.43
LOC100638382	XM_019994632.1	27.884	71.55	73.764	18.342	11.405	11.622	13.306	23.953
LOC100632913	XM_019994734.1	9.982	6.851	15.897	33.109	54.873	38.936	59.585	27.145
LOC109581233	XM_019995176.1	10.604	3.506	8.371	6.11	7.13	7.365	10.041	5.599
LOC105312523	XM_019995697.1	0	0	0	0	0	0.171	0	0.074
LOC109582200	XM_019996849.1	9.804	2.672	2.075	2.145	3.703	2.009	9.726	7.4
LOC105316880	XM_019993680.1	15.823	20.487	7.807	30.541	14.475	45.662	53.054	7.339
LOC109581642	XM_019995930.1	5.193	2.835	1.864	1.831	1.271	1.777	1.853	2.151
LOC109581939	XM_019996447.1	5.204	1.358	0.239	0	0	0.728	0.67	0
LOC100638165	XM_019993928.1	6.15	1.351	1.133	0.992	1.323	3.379	3.362	4.495
LOC109580494	XM_019993740.1	20.301	2.335	1.002	0.593	0.458	0.57	1.785	0.661
LOC100631430	XM_019996049.1	56.318	53.595	39.507	39.601	41.792	50.923	33.23	32.82
LOC100632831	XM_019996017.1	37.287	29.739	18.813	20.207	13.619	12.746	11.397	20.136
LOC100635387	XM_019993207.1	130.523	166.52	128.691	138.947	139.218	120.003	94.255	163.95
LOC100637127	XM_019996369.1	0.887	0	0.374	1.224	0	3.54	2.057	1.965
LOC105316655	XM_011411720.2	5.691	0.767	0.815	0.462	2.032	1.785	1.841	0.891
LOC109580713	XM_019994191.1	67.49	139.007	258.661	129.491	112.373	160.212	87.19	29.678
LOC105316772	XM_011411948.2	8.682	4.537	5.06	4.018	4.22	2.639	3.269	3.266
LOC109581919	XM_019996419.1	2.388	2.706	7.346	14.021	14.69	6.922	0.658	0.15
LOC109581428	XM_019995530.1	4.002	3.723	4.047	4.441	6.72	4.597	6.007	4.605
LOC100634306	XM_019993528.1	5.56	19.055	13.771	17.817	12.008	9.943	2.589	2.114
LOC100633036	XM_019993488.1	6.656	5.062	6.208	5.737	20.166	4.66	11.441	13.141
LOC109582170	XM_019996817.1	62.241	64.198	46.42	30.668	24.201	32.826	31.168	41.396
LOC100631731	XM_019993121.1	47.064	35.21	21.273	25.659	27.353	27.278	22.127	25.596
LOC105312417	XM_019995333.1	8.988	5.153	5.515	3.24	2.563	2.707	2.64	3.729
LOC105312142	XM_019994598.1	0.744	0.241	0.362	0.317	0.766	0.69	1.994	0.81
LOC100641334	XM_019995105.1	0.004	0.002	0.001	10.584	0.002	0.002	0.002	0.002
LOC109582086	XM_019996684.1	10.211	4.771	1.972	0.835	2.049	3.149	3.586	2.658
LOC109582062	XM_019996642.1	0	0	0	0	0	0	0	0
LOC109581284	XM_019995262.1	5.457	2.821	1.899	1.754	1.839	1.705	1.922	1.068
LOC109581156	XM_019994998.1	22.435	22.717	28.028	17.909	18.637	22.871	79.922	357.4
LOC109580181	XM_019993073.1	1.728	0.866	1.068	0.904	0.812	1.036	0.768	0.541
LOC109582122	XM_019996744.1	2.452	2.22	1.353	1.231	1.21	2.149	1.287	1.115
LOC100635819	XM_019996782.1	7.181	10.694	22.641	21.873	28.706	39.805	28.85	22.708
LOC100631985	XM_019993873.1	10.231	8.849	11.104	10.12	10.786	6.094	11.113	14.25
LOC100641495	XM_019993434.1	37.014	25.57	22.45	32.636	73.678	194.436	1151.663	999.998
LOC105316766	XM_011411932.2	2.404	0.653	0.965	1.247	0.651	0.861	0.818	0.916
LOC105312672	XM_019996193.1	14.208	21.235	13.462	5.425	5.335	2.916	9.624	5.622
LOC109581530	XM_019995722.1	9.849	2.449	3.759	2.398	3.114	1.801	3.579	3.528
LOC109581489	XM_019995624.1	0	0	0	0	0	0	0	0
LOC100638888	XM_019993278.1	35.677	47.853	58.398	51.012	61.111	61.923	69.557	87.805
LOC109581276	XM_019995254.1	4.118	1.112	0.624	0.828	0.356	0.971	0.913	0.316
LOC100641250	XM_019995547.1	10.109	14.72	24.983	22.696	15.64	9.887	7.999	5.633
LOC109581297	XM_019995306.1	0.668	0.464	0.092	0.288	0.119	0.646	0.16	0.543
LOC100639430	XM_019996638.1	7.613	37.118	97.218	198.029	171.06	103.926	40.656	19.705
LOC109581635	XM_019995919.1	8.401	5.077	4.491	2.545	3.248	5.094	2.655	6.584
LOC100634190	XM_019996430.1	26.954	11.891	3.683	14.663	2.805	5.786	3.991	3.505
LOC109581650	XM_019995947.1	57.979	24.496	12.763	9.66	5.298	14.202	12.593	16.229
LOC100633746	XM_019993737.1	0	0.686	1.284	0	0.945	0	0	0
LOC105316839	XM_019993616.1	4.024	3.997	3.632	1.208	1.272	1.058	1.212	1.137
LOC100633805	XM_019995519.1	10.612	11.844	4.138	3.4	3.96	3.595	4.222	3.986
LOC105312023	XM_019994204.1	7.71	10.735	16.87	4.543	2.139	3.673	3.052	4.292
LOC109580805	XM_019994356.1	9.196	7.826	12.502	12.267	8.091	11.76	9.637	10.609
LOC105316639	XM_011411698.2	11.135	2.024	1.182	1.259	2.298	1.661	1.788	3.014
LOC109580222	XM_019993159.1	21.513	28.988	39.668	29.305	16.656	14.966	15.271	24.196
LOC100637705	XM_019994440.1	0	0	0	0	0	0	0	0
LOC109582031	XM_019996592.1	0	1.974	0.07	0.185	0	0.361	0	0
LOC105316941	XM_019993835.1	31.212	15.258	8.06	12.624	13.422	9.749	7.184	14.76
LOC109581313	XM_019995341.1	5.708	0	0	0	0	0	0	0
LOC109581189	XM_019995061.1	1.939	1.459	1.303	1.26	1.292	1.19	2.418	1.414
LOC105311959	XM_019994010.1	31.677	20.538	8.751	7.211	8.708	8.868	5.997	22.05
LOC100632364	XM_019994810.1	59.788	51.978	71.097	41.213	33.533	43.618	48.458	58.411
LOC100641628	XM_019994788.1	9.011	3.284	3.201	6.545	4.092	4.848	2.817	1.733
LOC109582323	XM_019996992.1	0.523	1.09	2.734	0.498	2.493	1.409	3.23	1.035
LOC100640995	XM_019995375.1	391.181	139.059	140.51	161.761	84.391	140.827	491.343	232.82
LOC105312166	XM_019994648.1	0	0	6.3	0	0	0	0	2.006
LOC109581600	XM_019995861.1	5.116	1.778	1.454	0.435	0.907	0.84	3.089	0.675
LOC105316938	XM_011412250.2	18.659	15.801	15.141	13.697	9.491	15.195	14.044	13.943
LOC105316696	XM_019993087.1	1.359	1.265	3.312	1.269	1.21	1.087	0.765	0.857
LOC105316773	XM_011411949.2	0	4.592	25.997	35.236	1.945	4.499	4.802	0
LOC100637127	XM_019996368.1	0.91	1.569	3.29	4.532	7.933	2.445	6.084	8.325
LOC100633845	XM_019994275.1	17.74	12.32	32.626	29.883	16.544	15.032	7.892	6.499
LOC100633290	XM_019993489.1	5.156	62.864	207.924	188.649	94.178	40.961	10.193	20.776
LOC100634180	XM_019993529.1	3.418	5.579	1.995	4.584	2.598	1.479	1.569	0.927
LOC109581489	XM_019995626.1	0	0	0	0	0	0	0	0
LOC100641804	XM_019996418.1	27.437	18.208	41.603	25.61	28.89	22.546	32.628	68.365
LOC105316914	XM_019993887.1	21.591	15.076	13.716	8.148	13.028	26.96	55.053	61.89
LOC100634263	XM_019993436.1	40.935	149.13	136.815	50.38	33.178	25.691	15.545	21.976
LOC105312798	XM_019996610.1	0.554	0.189	0.301	0.999	0.602	0.49	0.468	0.579
LOC100638039	XM_019993929.1	27.848	21.452	8.22	8.302	10.377	8.926	6.418	12.364
LOC100640823	XM_019996848.1	0	0	1.213	0	0.651	0.431	1.122	0.368
LOC109580744	XM_019994241.1	5.28	9.632	3.301	7.232	7.766	1.537	6.555	5.045
LOC100641634	XM_019996048.1	0.364	0.344	0.772	0.003	0.352	2.057	0	0
LOC105312549	XM_019995753.1	1.291	0.063	1.272	0	2.629	0.269	1.395	0.434
LOC105316869	XM_019993614.1	14.222	15.426	12.358	15.392	24.932	13.436	24.466	63.272
LOC109581157	XM_019994999.1	0	0	0	0	0	0	0	0
LOC105316896	XM_019993712.1	0.392	0.066	0.173	0.233	0.388	0.102	0.067	0.079
LOC109582452	XM_019997167.1	3.488	0.308	1.163	0.68	0.188	0.757	0.837	0.507
LOC109581277	XM_019995256.1	1.959	2.978	4.666	4.917	1.88	6.629	8.449	27.851
LOC105316945	XM_011412265.2	3.293	7.868	9.758	12.617	5.924	7.846	6.314	8.539
LOC100640158	XM_019995304.1	5.067	4.464	5.337	3.354	4.968	8.405	13.327	9.705
LOC100639817	XM_019994599.1	62.223	91.332	80.621	43.179	28.862	21.294	28.127	31.635
LOC109581817	XM_019996231.1	0.949	3.103	3.307	0.621	2.006	0.639	1.234	1.271
LOC100633508	XM_019994838.1	28.092	26.809	39.545	32.61	32.73	32.152	42.69	47.084
LOC109580471	XM_019993671.1	16.272	3.76	4.604	3.001	4.542	3.001	2.68	5.749
LOC109580633	XM_019994038.1	1.009	1.106	1.588	0.755	0.101	0.287	0.555	0.391
LOC109582381	XM_019997048.1	1.126	0.436	45.662	0.233	1.076	0.232	1.785	0.658
LOC100634641	XM_019994206.1	2.283	1.773	3.64	3.204	9.243	27.162	16.845	17.51
LOC100634888	XM_019993785.1	31.519	52.462	24.678	15.909	24.941	25.824	22.19	55.774
LOC100632485	XM_019993645.1	15.439	12.462	5.166	3.473	3.819	3.659	3.037	6.864
LOC109580804	XM_019994354.1	17.447	5.781	5.848	2.378	3.206	1.202	1.379	3.276
LOC100636907	XM_011412300.2	25.352	146.562	409.681	486.08	724.853	548.022	436.899	220.7
LOC109581620	XM_019995890.1	11.299	11.721	10.023	9.365	16.935	8.518	9.559	9.56
LOC105312186	XM_019994703.1	14.66	12.561	10.096	9.412	10.33	7.968	7.694	2.143
LOC109581769	XM_019996167.1	5.396	0.103	0.482	0.162	0	0.399	0	0.393
LOC109581205	XM_019995090.1	27.226	0.021	4.638	0.053	5.213	10.581	10.178	0.331
LOC109580855	XM_019994412.1	11.135	8.978	9.346	13.647	13.788	8.215	12.036	8.149
LOC109580434	XM_019993551.1	3.528	3.651	2.584	2.385	0.347	3.151	1.436	1.117
LOC100640915	XM_019994362.1	9.751	1.553	2.398	2.512	5.477	1.958	3.741	6.141
LOC109582362	XM_019997032.1	0.238	0.189	0.195	0	0.533	0.308	0.14	0.218
LOC100634266	XM_019993951.1	55.604	74.836	66.954	52.564	46.485	47.66	55.708	62.379
LOC100635809	XM_019994084.1	1.357	1.156	0.789	0.084	0.171	0.792	0.497	0.298
LOC109580637	XM_019994042.1	9.943	2.085	2.231	3.847	2.504	3.519	3.086	2.66
LOC105312253	XM_019994884.1	104.848	18.953	13.233	7.634	10.582	10.642	17.235	16.184
LOC109581066	XM_019994842.1	11.556	3.146	1.838	1.476	2.511	1.573	4.261	1.216
LOC109580733	XM_019994233.1	8.475	1.272	1.581	1.588	1.328	0.734	1.822	1.034
LOC100638901	XM_019996701.1	23.634	18.778	10.093	5.941	4.688	7.35	7.589	14.209
LOC105312166	XM_019994649.1	0.015	0.015	0.01	0.014	0.011	0.007	0.006	0.009
LOC109581048	XM_019994789.1	7.418	22.604	5.389	7.836	3.217	10.037	9.891	11.599
LOC105312346	XM_019995174.1	9.69	8.279	9.318	3.223	3.107	1.807	3.591	5.207
LOC109580221	XM_019993158.1	114.055	21.345	57.452	153.527	59.719	76.906	52.563	160.072
LOC109580971	XM_019994617.1	0	0.005	0	0	0	0	0	1.947
LOC109581016	XM_019994736.1	15.79	13.654	10.328	8.275	4.906	6.51	4.918	8.369
LOC105316747	XM_011411892.2	28.063	43.864	40.796	30.547	30.992	24.834	23.922	31.807
LOC100641958	XM_019996032.1	54.428	31.579	22.234	16.046	20.523	11.146	51.996	78.338
