GeneID	TranscriptID	Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h
FBgn0024804	FBtr0113715	118.423	132.191	170.778	147.446	138.804	96.427	64.488	33.774	33.092	42.516	63.474	62.527
FBgn0037347	FBtr0273377	23.355	25.62	22.451	13.918	10.109	17.725	30.228	37.741	40.778	38.326	30.254	33.85
FBgn0024187	FBtr0300412	3.701	3.943	0.97	1.918	1.389	2.392	2.396	1.321	1.202	0.012	0.463	0.966
FBgn0265998	FBtr0299749	0.129	1.046	3.903	1.348	0.796	3.644	0.635	0.738	0	0.369	0.902	1.932
FBgn0082947	FBtr0113615	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0087007	FBtr0273428	0.88	0.001	0.345	16.467	21.234	22.08	14.521	15.906	7.546	4.405	4.635	3.701
FBgn0083977	FBtr0301512	0.564	0.023	0.304	0.245	0.231	0.721	0.528	0.089	0.167	0.31	0.653	0.752
FBgn0052547	FBtr0290002	0.123	0.059	0.065	0.046	0.015	0.054	0	0.008	0.078	0.042	0	0.101
FBgn0000256	FBtr0290082	0	0	0	0	0	0	0	0	0	0	0.028	0
FBgn0038808	FBtr0273271	172.894	163.47	147.7	118.207	114.696	119.855	140.963	140.128	171.167	156.29	222.848	238.406
FBgn0040297	FBtr0299912	0.529	0.185	1.197	12.482	17.748	14.744	14.421	10.636	7.879	11.584	3.991	4.803
FBgn0032446	FBtr0300273	32.523	33.135	35.027	20.69	15.821	17.224	18.427	23.562	24.686	21.826	18.666	14.993
FBgn0004049	FBtr0114375	11.158	15.325	12.126	4.824	4.402	6.702	6.073	4.931	8.709	12.357	8.59	7.604
FBgn0029161	FBtr0299810	9.945	9.871	7.493	7.268	8.763	6.802	7.035	6.733	6.852	6.81	4.432	5.076
FBgn0039479	FBtr0299564	4.066	0.611	2.689	0.381	0.855	1.394	1.469	0.648	1.245	1.345	3.552	7.54
FBgn0259188	FBtr0299672	0.011	0.012	0.088	0.304	0.513	0.763	0.959	0.606	0.223	0.391	0.154	0.071
FBgn0038214	FBtr0300059	0	0	0.053	0	0	0.051	0.107	0	0	0.256	0.227	0.491
FBgn0260762	FBtr0301262	0	0	0	0	0.013	0	0.046	0	0.028	0	0.039	0.012
FBgn0031077	FBtr0289978	1.59	1.226	0.735	3.987	4.134	6.436	7.034	8.224	9.602	9.771	7.587	7.075
FBgn0036262	FBtr0290130	0	0	0.014	0	0	0	0.686	0.523	13.138	10.817	0	0
FBgn0036594	FBtr0289964	12.961	3.978	5.663	0.436	0.916	0.538	0.801	0.984	0.295	0.965	4.357	6.254
FBgn0034345	FBtr0301149	2.156	2.673	2.583	3.515	3.419	0.729	0.619	2.062	1.631	2.218	6.809	9.623
FBgn0040375	FBtr0300707	7.662	11.73	11.16	1.252	1.611	0.707	1.94	2.569	3.912	5.101	4.798	4.888
FBgn0030830	FBtr0114540	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0016976	FBtr0301618	0.102	0.04	0.031	0.081	0.068	0	0.241	0.001	0.043	0.003	0.359	2.122
FBgn0026076	FBtr0300787	20.507	21.34	4.572	6.044	9.88	14.706	16.035	19.772	21.364	21.313	21.928	18.756
FBgn0263197	FBtr0273447	10.373	11.119	10.235	0.09	0.301	0	0	0	0	0	0	0
FBgn0260400	FBtr0114366	0.103	0	0	0.297	0.732	0.604	1.262	1.478	5.292	5.62	5.768	6.38
FBgn0027596	FBtr0301334	0.01	0	0	0	0.699	0.623	0.947	0.535	0.166	0.957	0.596	0.831
FBgn0259222	FBtr0299772	0.003	0.001	0.002	0.001	0.002	0.006	0.005	0.007	0.004	0.003	0.003	0.298
FBgn0028734	FBtr0301386	5.853	2.616	3.861	4.268	3.903	7.688	6.238	7.495	12.287	19.322	19.52	25.468
FBgn0259151	FBtr0299599	0.012	0.06	0.08	0.329	0.234	0.321	0.433	0.348	0.404	0.239	0.245	0.166
FBgn0051092	FBtr0113384	0.38	0.203	0.119	0	0.029	0.039	0	0.001	0.015	0.077	0.03	0
FBgn0024814	FBtr0301126	6.337	8.336	7.83	11.629	13.268	10.379	11.884	12.201	12.344	12.442	11.789	9.43
FBgn0266557	FBtr0299837	50.227	65.497	42.864	51.697	48.278	53.496	63.768	66.947	42.07	46.461	19.373	11.734
FBgn0040973	FBtr0113336	0	0	0	0.089	0	0.095	0.082	0	0.09	0	0.212	0.181
FBgn0259143	FBtr0299559	38.873	34.593	15.736	3.609	2.761	2.74	2.271	0.46	2.175	1.014	4.478	2.811
FBgn0039329	FBtr0300687	0.831	0.821	0.393	0.057	0.3	0.376	0.428	0.521	0.761	0.221	0.562	0.579
FBgn0041605	FBtr0113341	0.085	0	0.182	0	0	0.041	0.024	0	0	0	0.23	0.375
FBgn0036052	FBtr0300688	6.879	7.19	4.316	8.948	10.834	10.975	11.817	10.255	10.678	9.044	6.476	3.98
FBgn0000179	FBtr0300608	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052343	FBtr0299838	30.87	27.504	9.739	14.011	15.806	20.638	23.36	26.473	23.106	20.763	17.265	16.081
FBgn0035482	FBtr0289977	3.138	3.388	4.774	9.807	12.378	9.318	6.239	4.326	4.5	3.777	2.576	2.238
FBgn0034331	FBtr0300844	0	0	0.134	0	0.057	0.188	0	0	0.181	0	0.406	1.648
FBgn0259174	FBtr0299646	0.443	0.128	0	0.412	0.458	0.554	0.634	0.544	0.776	0.855	0.887	0.753
FBgn0035770	FBtr0273399	0.271	0.175	0	0	0	0	0.273	0.538	0.188	0.516	1.389	1.513
FBgn0259970	FBtr0300316	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028421	FBtr0289956	2.68	5.893	1.157	1.444	1.305	2.104	2.761	2.432	2.76	2.106	2.627	1.047
FBgn0030701	FBtr0300801	8.392	11.22	2.888	3.405	7.368	7.001	7.95	7.844	11.801	11.969	7.771	9.089
FBgn0039846	FBtr0300881	0.749	1.009	0.079	0.213	0	0.097	0.369	0.585	0.923	0.56	2.022	3.572
FBgn0040699	FBtr0290214	2.331	1.354	0.754	0.066	0.058	0	0.19	0.439	0.063	0.406	2.312	1.935
FBgn0262081	FBtr0299729	0.199	0.139	0.154	0.124	0.347	0.143	0.86	0.727	0.8	0.75	0.987	2.568
FBgn0032491	FBtr0273448	2.914	6.248	37.895	29.838	20.867	8.161	6.553	3.704	0.489	0.364	0	0
FBgn0267795	FBtr0114573	11.729	14.15	3.565	5.495	8.291	10.821	12.136	12.01	12.181	13.848	9.141	8.619
FBgn0086779	FBtr0301617	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038922	FBtr0300788	69.923	67.351	66.367	42.101	26.159	15.687	16.626	18.443	20.271	20.608	21.343	25.738
FBgn0086078	FBtr0114354	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040333	FBtr0300708	0.089	0.081	0.084	0.162	0.057	0.114	0.135	0.317	0.276	0.082	0.075	0.036
FBgn0024556	FBtr0301389	97.765	81.73	50.152	29.484	26.346	25.102	39.431	50.327	82.994	96.681	98.014	99.407
FBgn0004656	FBtr0301309	24.125	35.807	14.428	2.189	0.708	0.576	0	0	0	0	0	0
FBgn0003256	FBtr0113700	9.073	9.115	8.491	0	0	0	0	0	0	0	0	1.648
FBgn0024909	FBtr0114520	56.391	65.888	74.795	27.698	21.566	22.223	19.955	23.267	19.637	15.903	12.346	13.475
FBgn0035612	FBtr0273232	0	0	0.268	0.074	0.16	0.146	0.383	0.185	0.047	0.156	0.223	0.496
FBgn0087007	FBtr0273427	0.543	0.307	0.32	0.065	0.105	0.149	0.789	0.281	0.385	0.606	2.381	10.589
FBgn0259933	FBtr0300240	16.243	18.645	2.566	8.791	10.044	10.147	9.914	9.152	8.766	8.568	6.293	4.835
FBgn0028647	FBtr0300735	27.993	28.388	6.467	9.964	11.525	11.019	10.833	11.276	14.305	14.997	8.938	8.87
FBgn0031976	FBtr0301129	0.118	0.137	0.319	0.052	0.213	0.241	0.222	0.123	0.21	0.12	0.301	0.736
FBgn0259149	FBtr0299596	0	0	0	0.055	0	0.091	0.171	0.096	0.02	0	0	0
FBgn0264491	FBtr0301402	35.183	44.668	56.054	73.153	66.319	55.499	45.637	49.023	48.861	60.001	43.064	49.047
FBgn0037896	FBtr0301146	0.037	0.025	0.048	0.462	0.662	0.224	0.438	0.162	0.165	0.232	0.073	0.347
FBgn0263355	FBtr0273378	12.671	12.134	4.586	0.433	0.096	0.025	0.048	0.04	0.452	0.459	0.6	0.148
FBgn0259978	FBtr0300502	28.085	31.525	29.024	17.729	14.505	20.273	24.033	28.99	20.994	21.001	18.295	13.293
FBgn0031853	FBtr0300056	0.029	0	0.014	0.195	0.098	0.06	0.051	0.053	0.062	0.098	0.073	0.145
FBgn0260027	FBtr0300582	4.986	4.713	5.359	7.058	6.348	6.103	6.471	6.208	11.12	13.918	18.211	20.542
FBgn0033504	FBtr0301131	0.012	0.038	0.073	0	0	0	0	0	0.034	0.008	0	0.123
FBgn0053247	FBtr0300096	0.035	0	0	0	0	0	0	0	0	0	0	0
FBgn0020660	FBtr0113680	92.607	100.566	129.006	123.665	103.511	84.175	65.376	61.642	96.598	111.961	102.133	96.548
FBgn0052971	FBtr0114462	0	0.034	0	0.299	0.228	0.139	0.343	0.47	0.444	0.266	0.366	0.673
FBgn0083057	FBtr0113600	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040256	FBtr0113321	0.1	0.043	0.053	0.05	0.098	0.05	0.222	0.224	0.945	1.187	1.38	1.004
FBgn0260228	FBtr0300635	1.522	0.319	0.269	0.843	1.122	0.561	0.146	0.439	0.44	0.096	1	0.628
FBgn0034350	FBtr0299805	0.377	0.393	0.644	2.4	3.096	2.708	2.543	2.348	1.868	2.014	1.766	2.14
FBgn0032132	FBtr0114535	0.025	0.013	0.039	0.068	0.033	0.163	0.194	0.244	0.347	0.22	0.895	1.199
FBgn0032299	FBtr0290229	19.627	1.859	15.835	0	1.378	6.401	2.445	0	0	0	15.725	26.898
FBgn0032938	FBtr0114602	26.255	37.479	35.382	16.144	14.716	18.427	15.836	18.109	10.54	10.498	6.06	2.985
FBgn0053288	FBtr0301013	0.226	0.037	0.156	0.331	0.423	0.477	0.513	0.562	0.4	0.268	0.303	0.669
FBgn0051028	FBtr0290050	0.594	0.355	0.572	0.623	0.748	0.837	1.664	1.186	7.259	11.152	10.537	13.945
FBgn0039645	FBtr0273260	0.035	0	0.021	0.027	0.021	0.009	0.015	0.008	0.029	0.073	0.037	0.15
FBgn0086917	FBtr0300207	0.117	0.054	0.104	0.024	0.048	0.037	0.127	0.061	0.17	0.216	0.38	0.473
FBgn0085344	FBtr0300287	3.266	3.154	1.178	2.261	2.191	2.809	1.653	1.026	0.841	0.525	0.164	0.126
FBgn0259839	FBtr0300139	0	0	0.227	0.329	0.761	1.813	2.244	3.574	4.589	15.137	5.041	12.135
FBgn0027608	FBtr0300913	0	0	0	0.033	0.026	0.024	0.072	0.027	0.067	0.283	0.378	0.329
FBgn0005614	FBtr0301662	0.035	0	0.011	0.015	0.02	0.016	0.02	0.017	0.01	0	0.028	0.052
FBgn0083000	FBtr0113565	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0083017	FBtr0113522	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051869	FBtr0290246	0.282	0.061	0.214	0.104	0.116	0.132	0.254	0.1	0.276	0.938	1.937	1.679
FBgn0067864	FBtr0301625	18.404	25.733	14.755	24.938	25.501	21.206	27.344	27.023	18.947	14.07	10.217	12.163
FBgn0039908	FBtr0300344	0.055	0	0	0.203	0.206	0	0.337	0.169	0.075	0.187	0.279	1.27
FBgn0250836	FBtr0301218	0	0	0.102	0.258	1.28	0	0	1.603	0.353	2.144	0	0.561
FBgn0283499	FBtr0290231	3.547	6.037	8.096	1.041	3.077	3.105	1.854	2.473	2.823	3.306	2.979	5.893
FBgn0050203	FBtr0273303	0.055	0.032	0.03	0	0.028	0.036	0.045	0.024	0.028	0.031	0.145	0.353
FBgn0050083	FBtr0300381	0	0	0	0	0	0	0	0.023	0.037	0	0	0
FBgn0259166	FBtr0299614	10.417	9.029	1.931	0.704	0.243	0.437	0.902	1.058	3.412	4.464	5.059	4.483
FBgn0259955	FBtr0300301	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051805	FBtr0273383	0.021	0.022	0.059	0.144	0.092	0.049	0.082	0.036	0.078	0.066	0.076	0.036
FBgn0052457	FBtr0300620	0.059	0	0.057	0	0.049	0.055	0	0.043	0	0	0	0
FBgn0083050	FBtr0113597	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0082961	FBtr0113576	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025835	FBtr0300673	0.236	0.028	0.052	0.155	0.289	0.486	0.21	0.376	0.197	0.411	0.54	1.195
FBgn0082937	FBtr0113557	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0259715	FBtr0299968	0.756	0.249	0.532	0.314	0.375	0.357	0.921	0.502	2.047	3.503	9.378	12.507
FBgn0001250	FBtr0301353	1.022	0	0.514	0	0.145	0.007	0	0	0.009	0.375	0.68	7.685
FBgn0267398	FBtr0290310	353.704	368.222	471.887	411.795	393.535	302.006	286.621	326.751	336.902	314.132	302.003	287.275
FBgn0262123	FBtr0114029	0	0.186	0.401	0.578	0.973	1.019	1.41	0.076	0	0	0	0.012
FBgn0037369	FBtr0301574	9.494	3.827	12.66	6.689	8.318	1.793	0.001	1.971	5.092	5.931	1.538	6.725
FBgn0031099	FBtr0301568	0.151	0.294	0.072	0.115	0.426	1.105	0.709	0.626	0.56	0.77	0.541	0.141
FBgn0035333	FBtr0300773	0	0	0	0.001	0	0	0	0	0	0	0	0
FBgn0029720	FBtr0300468	0.612	0.59	0.609	0.146	0.062	0.006	0.078	0.049	0.05	0.368	0.622	0.585
FBgn0087012	FBtr0300474	0.046	0.025	0.153	3.699	4.763	3.087	1.212	0.406	0.26	0.269	0.161	0.11
FBgn0030543	FBtr0114508	0	0	0.021	0	0.018	0	0.023	0.016	0.019	0.024	0.091	0.116
FBgn0260660	FBtr0301114	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032156	FBtr0290197	0.883	0.202	0.291	0.19	0.469	0.141	0.438	0.097	0.487	2.466	10.055	15.104
FBgn0038809	FBtr0300803	79.428	95.947	80.621	41.291	35.179	48.073	58.19	58.752	54.914	55.932	33.827	35.211
FBgn0039420	FBtr0300399	0.134	0.038	0.131	0.137	0.085	0.055	0.087	0.025	0.023	0.038	0.157	0.485
FBgn0259170	FBtr0299633	0.124	0.109	0.222	0.436	0.421	0.775	1.327	1.843	0.659	0.7	1.173	2.181
FBgn0000360	FBtr0300448	0.02	0.04	0	0	0	0	0.019	0.019	5.375	0	0.051	0.035
FBgn0052428	FBtr0300452	57.959	59.601	21.411	18.49	21.038	44.17	64.687	81.471	58.456	52.164	32.368	24.276
FBgn0031446	FBtr0300986	0.026	0	0.025	0.068	0.047	0.147	0.153	0.192	0.422	0.476	0.511	0.684
FBgn0027608	FBtr0300906	0	0	0	0	0	0.075	0	0	0	0	0	0.112
FBgn0085190	FBtr0301006	0	0	0	0.153	0.048	0	0	0	0	0	0	0
FBgn0259726	FBtr0299992	14.695	16.014	10.688	7.332	8.033	7.315	6.571	8.898	9.276	8.981	9.467	11.215
FBgn0030984	FBtr0290275	0.659	0.286	0.873	0.178	0.258	0.249	0.261	0.034	0.339	0.132	1.329	4.701
FBgn0285917	FBtr0301548	3.008	3.846	1.711	0.374	0	1.67	0.017	1.7	1.429	0.004	0	0.149
FBgn0013733	FBtr0301592	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053993	FBtr0301034	0.186	0.073	0.024	0.094	0.295	0.32	0.166	0	0	0	0.273	0
FBgn0259699	FBtr0299952	0.659	0.357	0.58	1.073	1.178	0.76	1.112	1.629	6.693	9.588	8.743	8.829
FBgn0259236	FBtr0299850	0	0	0.093	0.29	0.246	0.467	1.093	3.3	1.197	1.305	1.095	1.338
FBgn0087011	FBtr0114111	1.076	0.392	0.874	0.236	0.267	0.129	0.886	0.715	1.135	1.825	8.022	10.452
FBgn0040305	FBtr0113323	10.608	12.524	5.014	3.722	4.969	5.041	5.623	5.378	5.657	4.649	2.235	2.455
FBgn0085440	FBtr0300364	0	0	0	0	0	0.088	0.057	0	0	0	0	0
FBgn0264607	FBtr0300378	0	0	0	0	0.688	0.968	2.567	4.863	2.952	2.77	0.777	0.945
FBgn0265767	FBtr0301133	4.193	0.145	0.548	0	0.054	0.739	0.305	0.004	0.424	1.409	0.544	0.933
FBgn0029158	FBtr0290266	51.319	58.188	32.433	23.514	26.814	24.483	23.618	22.581	36.707	40.897	32.775	35.595
FBgn0029962	FBtr0300019	0.016	0.002	0.052	0.203	0.174	0.032	0.205	0.068	0.149	0.052	0.535	0.791
FBgn0026160	FBtr0301658	0.989	0.49	0.574	0.883	1.109	1.078	1.68	2.704	3.785	4.568	5.478	6.635
FBgn0260447	FBtr0299927	0.366	0.247	0.921	0.508	0.59	0.107	0.065	0.367	0.767	0.463	0.523	0.848
FBgn0083024	FBtr0113545	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033389	FBtr0301527	3.617	2.199	1.961	12.342	14.523	13.739	11.064	8.671	5.157	5.082	2.484	2.35
FBgn0083121	FBtr0300232	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036318	FBtr0273240	6.039	9.072	4.674	4.112	2.363	1.025	3.678	4.555	4.311	3.135	3.528	5.473
FBgn0283451	FBtr0300427	0.061	0	0.03	0.029	0.021	0.04	0.112	0.04	0.21	0.341	0.767	1.077
FBgn0261244	FBtr0290302	0.107	0	0.455	0.092	0.113	0.12	0.111	0.092	0	0.513	0.011	0.06
FBgn0034507	FBtr0290122	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032797	FBtr0299519	0.165	0.026	0.084	0.021	0.027	0.034	0	0.037	0.062	0.16	0.353	0.375
FBgn0014135	FBtr0300123	0.187	0.03	0.252	2.837	3.183	3.604	4.225	2.906	2.647	2.111	1.165	1.606
FBgn0027608	FBtr0300911	0.003	0	0	0	0	0	0.003	0	0.004	0.156	0.004	0.124
FBgn0086073	FBtr0114349	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0259957	FBtr0300303	0	0	0	0	0	0	0	0	0.114	0	0	0
FBgn0030037	FBtr0300383	29.5	24.163	4.243	4.407	6.072	3.96	6.534	6.11	6.595	6.644	5.949	13.066
FBgn0038676	FBtr0273301	2.092	0.585	1.452	1.234	1.985	1.591	4.157	1.772	3.053	2.52	15.649	78.03
FBgn0260436	FBtr0300859	0	0	0	0.037	0.069	0.118	0	0	0.046	0	0.089	0
FBgn0031324	FBtr0114498	0.786	0.139	0.435	0.154	0.029	0.096	0.115	0.124	0.226	0.222	1.579	5.738
FBgn0029971	FBtr0300899	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050464	FBtr0273344	0	0	0	0	0	0	0.011	0	0	0	0	0.012
FBgn0035798	FBtr0301222	0.121	0.057	0.063	0.152	0.109	0.178	0.374	0.115	0.681	1.273	4.806	4.689
FBgn0040022	FBtr0113870	0.838	0.908	1.125	0.648	0.808	0.788	0.919	1.005	1.167	0.877	0.452	0.198
FBgn0260794	FBtr0301437	1.322	0.925	0.334	6.205	5.923	4.814	10.033	12.586	11.652	15.207	6.399	4.863
FBgn0082963	FBtr0113518	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0260002	FBtr0114326	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0083979	FBtr0113487	0.026	0	0	0.032	0.022	0.036	0	0	0.023	0.015	0.071	0.152
FBgn0259230	FBtr0299675	0.155	0.031	0.185	0.337	0.222	0.17	0.16	0.148	0.179	0.128	0.076	0.168
FBgn0085265	FBtr0301011	0	0	0	0.044	0.079	0.21	0.241	0.311	0.306	0.32	0.081	0.207
FBgn0041111	FBtr0290038	12.522	14.428	18.46	4.246	3.913	1.687	2.725	1.634	0.387	0.193	3.027	9.448
FBgn0266757	FBtr0273287	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0260763	FBtr0301265	0.224	0.056	0.209	0.154	0.292	0.314	0.433	0.761	0.963	0.759	1.029	1.703
FBgn0003495	FBtr0114372	23.829	19.923	5.115	0.641	0.126	0.361	0.779	0.329	0.281	0.754	1.705	2.962
FBgn0037261	FBtr0301297	6.697	3.493	51.123	26.876	19.732	23.052	27.22	30.549	28.196	31.673	24.128	29.132
FBgn0082966	FBtr0113612	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004861	FBtr0301515	0.667	0.931	2.405	19.504	20.019	20.612	20.55	19.378	22.697	26.29	19.97	21.098
FBgn0040900	FBtr0290085	0.92	0.595	0.164	1.349	2.645	1.346	0.447	0.29	0.581	0.474	0.232	0.322
FBgn0023388	FBtr0301276	1.544	0.944	0.097	1.661	0.354	0	1.004	0.363	1.043	0	0.668	0.474
FBgn0027279	FBtr0299524	0.706	0.455	0.314	0.409	0.784	0.891	1.004	1.622	2.434	3.848	3.554	7.596
FBgn0259246	FBtr0299915	0	0	0.013	0	0	0.029	0.031	0	0.049	0	0.108	0.069
FBgn0260760	FBtr0301257	27.948	32.014	25.296	22.215	22.709	23.656	23.444	20.655	20.371	19.739	19.76	21.407
FBgn0034381	FBtr0300864	0	0	0.037	0	0	0	0	0	0	0	0.205	0.195
FBgn0259168	FBtr0300510	0	0.042	1.927	0.1	0.254	0.028	0.053	0.089	0.058	0	1.535	4.451
FBgn0004362	FBtr0301410	1608.8	1659.763	1642.552	2275.698	2244.327	2797.305	3166.872	3534.867	2566.32	1871.285	1142.383	659.075
FBgn0053516	FBtr0300671	0.028	0.007	0	0	0.019	0.014	0.042	0.077	0	0	0.052	0.19
FBgn0037657	FBtr0300415	12.33	13.445	13.184	11.636	10.745	14.919	14.98	17.797	14.556	11.545	8.793	5.311
FBgn0000636	FBtr0301391	0.697	0.478	0.584	0.925	0.698	0.648	2.14	1.531	4.268	5.506	9.028	21.219
FBgn0011582	FBtr0301351	0.015	0	0.008	0.096	0.487	0	0.258	0.173	0.054	0.115	0.069	0.075
FBgn0284257	FBtr0113361	107.187	103.489	37.176	25.991	26.611	36.36	47.629	55.178	56.879	50.751	48.197	52.078
FBgn0250824	FBtr0300632	1.908	3.416	4.246	0.357	0.445	0.53	0.198	0.393	0.383	0.143	1.741	5.535
FBgn0050503	FBtr0299802	0.958	1.401	0.771	1.129	0.471	0.718	3.089	3.143	3.015	2.539	2.683	3.546
FBgn0250816	FBtr0299882	21.27	43.94	65.074	36.483	13.198	5.158	1.076	3.276	2.06	2.335	3.395	5.386
FBgn0082925	FBtr0113530	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039187	FBtr0273324	27.392	28.761	9.712	9.374	11.862	11.217	13.078	15.121	17.804	17.73	13.104	12.09
FBgn0000244	FBtr0301093	0	0.023	0	0	0	0.011	0.105	0	0	0.058	0.29	0.436
FBgn0259245	FBtr0299900	0	0.016	0.051	0.015	0	0.038	0	0.012	0	0	0.01	0.039
FBgn0259221	FBtr0299754	4.746	3.291	0	1.607	0.177	0.656	0.925	0.341	0.701	0.986	0.021	0.002
FBgn0039088	FBtr0300585	0	0	0	0.04	0	0	0	0.007	0	0	0.008	0
FBgn0259846	FBtr0300143	0	0	0	0.01	0	0	0	0	0	0	0	0
FBgn0259228	FBtr0299794	0.06	0.104	0.079	0.257	0.141	0.037	0.541	0.247	0.546	0.283	0.515	0.605
FBgn0003016	FBtr0114465	0	0	0	0	0.001	0	0.005	0.003	0	0.002	0.006	0.003
FBgn0260941	FBtr0301053	0	0	0	0	0	0.029	0	0.057	0.044	0.024	0	0
FBgn0083962	FBtr0290010	17.915	17.742	1.799	1.476	1.658	1.898	2.985	4.13	3.222	4.684	3.593	4.271
FBgn0011754	FBtr0301500	0	0	0	0	0	0	0.112	0.026	0	0	0	0.775
FBgn0086053	FBtr0114329	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0086070	FBtr0114346	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026147	FBtr0300400	0.571	0.838	0.007	0.835	0.448	0.34	0.591	1.166	2.442	2.25	1.229	2.388
FBgn0050359	FBtr0300953	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0086055	FBtr0114331	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0010548	FBtr0300480	0.107	0.165	0	0.271	0.063	0.079	0	0.608	0.484	2.412	1.699	2.3
FBgn0020381	FBtr0114560	11.15	10.259	7.96	3.479	4.033	1.864	1.453	4.081	6.428	3.582	5.708	2.095
FBgn0262740	FBtr0300732	0.279	3.004	0.171	0.154	0.003	0.14	0	0.064	0.037	0	0.58	1.128
FBgn0038975	FBtr0301485	0	0	0	0	0	0	0	0	0.004	0	0	0
FBgn0001256	FBtr0301405	8.379	4.287	23.224	5.218	3.495	1.728	10.165	3.94	0.599	2.465	62.419	594.494
FBgn0052017	FBtr0300993	0.516	0.113	0.506	0.336	0.367	0.367	0.238	0.07	0.287	0.345	1.817	3.931
FBgn0259204	FBtr0299694	16.097	13.736	6.724	4.294	4.934	10.06	8.819	2.738	12.907	9.417	5.226	17.2
FBgn0260761	FBtr0301258	0	0	0	0	0.013	0	0.046	0	0.028	0	0.039	0.012
FBgn0262598	FBtr0301169	0	0	0	0	0	0	0.035	0	0.12	0	0.084	0.195
FBgn0035497	FBtr0300877	0.208	0	0.289	0.42	0.621	0.804	1.452	1.247	1.267	1.476	2.035	3.847
FBgn0037553	FBtr0300896	0.468	0.168	0.243	0.468	0.275	0.45	0.617	0.652	1.571	3.15	6.077	9.43
FBgn0004370	FBtr0273235	2.474	3.968	2.825	0.607	0.542	0.142	0.841	0.177	0.205	0.708	0.812	0.748
FBgn0041210	FBtr0301298	0	0	0	0	0	0	0	0	0	0	0.093	0.318
FBgn0052413	FBtr0113435	0	0	0	0	0.067	0	0.028	0	0.024	0.025	0	0
FBgn0032475	FBtr0289981	0.989	1.175	1.243	4.512	4.082	4.778	3.749	3.314	2.639	3.835	2.704	3.832
FBgn0283657	FBtr0299581	17.935	38.057	36.377	14.505	6.505	8.298	7.925	9.283	7.176	6.829	3.868	2.765
FBgn0085399	FBtr0299544	0	0	0.057	0	0	0	0	0	0	0	0.493	1.491
FBgn0260795	FBtr0301438	141.621	140.559	59.737	26.026	28.763	31.365	32.645	23.75	18.968	17.128	12.152	9.768
FBgn0082971	FBtr0113517	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0265991	FBtr0301313	1.037	0.393	1.031	9.336	10.572	11.271	13.914	14.452	12.161	15.058	12.402	13.748
FBgn0038135	FBtr0290037	0.917	0.372	0.973	0.99	0.841	0.724	1.556	0.885	0.157	0.238	0.717	1.327
FBgn0266757	FBtr0273288	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051477	FBtr0113408	0	0	0	0	0	0.82	0.771	3.174	1.129	1.649	2.026	1.434
FBgn0039969	FBtr0273208	124.35	130.608	135.811	86.126	74.358	87.071	90.18	97.934	106.112	104.138	121.487	119.622
FBgn0259745	FBtr0300081	16.209	19.339	0	6.224	0	0	0	0	0	0	0	0
FBgn0037619	FBtr0301194	19.867	14.245	0.959	0.492	0.51	0.433	1.057	2.034	7.141	8.071	7.444	7.754
FBgn0259211	FBtr0300538	0.017	0	0	3.718	1.791	0.329	0.531	0	0.009	0	0	0
FBgn0038629	FBtr0114497	0.075	0.102	0.095	0.122	0.172	0.141	0.196	0.107	0.416	0.636	0.517	1.791
FBgn0259185	FBtr0299669	0.04	0.053	0.037	0.553	0.549	0.659	0.597	0.285	0.185	0.212	0.077	0.105
FBgn0259734	FBtr0300001	0	0	0.069	0.058	0.033	0	0	0.104	0.017	0.116	0.152	0.548
